"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","212","2203440463872","15138816","3411968","11144","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.921875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5132","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","1416",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11144","11144","3411968","3411968","169184","169184","4046848","4046848","15446016","15446016","133251072","2203451473920","True","Normal","3411968","3411968","00:00:01.2187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","00:00:00.7031250","122241024","2203440463872","False",,,,"15138816","15138816",,
"svchost","0","406","2203451023360","20983808","16957440","14208","C:\Windows\System32\svchost.exe","Microsoft Corporation","64","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4632","Microsoft.Win32.SafeHandles.SafeProcessHandle","406","1436",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14208","14208","16957440","16957440","130416","130416","20611072","20611072","27090944","27090944","152698880","2203470921728","True","Normal","16957440","16957440","00:00:32.3750000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:04","00:00:31.6250000","132800512","2203451023360","False",,,,"20983808","20983808",,
"svchost","0","383","2203478962176","19013632","6901760","18800","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.5","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6136","Microsoft.Win32.SafeHandles.SafeProcessHandle","383","1476",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18800","18800","6901760","6901760","371344","371344","7487488","7487488","20561920","20561920","176025600","2203494248448","True","Normal","6901760","6901760","00:00:01.6093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5000000","00:00:00.8906250","160739328","2203478962176","False",,,,"19013632","19013632",,
"svchost","0","178","2203410190336","7196672","1867776","7200","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.359375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5808","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","1592",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1867776","1867776","94328","94328","1961984","1961984","7774208","7774208","95113216","2203413336064","True","Normal","1867776","1867776","00:00:00.0937500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.2656250","91967488","2203410190336","False",,,,"7196672","7196672",,
"svchost","0","192","2203461943296","11911168","2908160","10464","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.234375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5968","Microsoft.Win32.SafeHandles.SafeProcessHandle","192","1604",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2908160","2908160","208784","208784","3227648","3227648","13017088","13017088","148967424","2203467190272","True","Normal","2908160","2908160","00:00:00.1250000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1093750","143720448","2203461943296","False",,,,"11911168","11911168",,
"svchost","0","171","2203414056960","9371648","2195456","9296","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.15625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6864","Microsoft.Win32.SafeHandles.SafeProcessHandle","171","1612",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9296","9296","2195456","2195456","115416","115416","2576384","2576384","10063872","10063872","103178240","2203421401088","True","Normal","2195456","2195456","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0937500","95834112","2203414056960","False",,,,"9371648","9371648",,
"svchost","0","235","2207763369984","14249984","3444736","12840","C:\Windows\system32\svchost.exe","Microsoft Corporation","18.171875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6216","Microsoft.Win32.SafeHandles.SafeProcessHandle","235","1632",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12840","12840","3444736","3444736","182448","182448","11325440","11325440","22343680","22343680","156770304","2207769960448","True","Normal","3444736","3444736","00:00:16.7187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:18.1718750","00:00:01.4531250","150179840","2207763369984","False",,,,"14249984","14249984",,
"svchost","0","190","2203403591680","6672384","1470464","7472","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.203125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6120","Microsoft.Win32.SafeHandles.SafeProcessHandle","190","1660",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7472","7472","1470464","1470464","98496","98496","1671168","1671168","7249920","7249920","88518656","2203406741504","True","Normal","1470464","1470464","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.1250000","85368832","2203403591680","False",,,,"6672384","6672384",,
"svchost","0","307","2203424706560","10985472","3727360","15696","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.546875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4136","Microsoft.Win32.SafeHandles.SafeProcessHandle","307","1876",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15696","15696","3727360","3727360","134784","134784","3899392","3899392","11116544","11116544","109105152","2203427328000","True","Normal","3727360","3727360","00:00:01.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5468750","00:00:00.5000000","106483712","2203424706560","False",,,,"10985472","10985472",,
"svchost","0","178","2203417812992","9322496","2154496","11592","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5128","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","1884",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11592","11592","2154496","2154496","123440","123440","2465792","2465792","10407936","10407936","103849984","2203422072832","True","Normal","2154496","2154496","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","99590144","2203417812992","False",,,,"9322496","9322496",,
"svchost","0","256","2203442540544","14041088","3006464","10464","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.171875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5136","Microsoft.Win32.SafeHandles.SafeProcessHandle","256","1932",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","3006464","3006464","182072","182072","3641344","3641344","17506304","17506304","149712896","2203467935744","True","Normal","3006464","3006464","00:00:00.6406250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1718750","00:00:00.5312500","124317696","2203442540544","False",,,,"14041088","14041088",,
"svchost","0","189","2203416858624","9232384","2068480","10424","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5192","Microsoft.Win32.SafeHandles.SafeProcessHandle","189","1972",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10424","10424","2068480","2068480","126040","126040","2412544","2412544","10625024","10625024","102834176","2203421057024","True","Normal","2068480","2068480","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0937500","98635776","2203416858624","False",,,,"9232384","9232384",,
"svchost","0","171","2203471290368","9199616","2498560","11256","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.140625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5744","Microsoft.Win32.SafeHandles.SafeProcessHandle","171","1980",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11256","11256","2498560","2498560","186624","186624","7311360","7311360","24854528","24854528","357351424","2203675574272","True","Normal","2498560","2498560","00:00:00.5625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1406250","00:00:00.5781250","153067520","2203471290368","False",,,,"9199616","9199616",,
"svchost","0","230","2203416092672","9302016","2506752","10760","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.59375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5180","Microsoft.Win32.SafeHandles.SafeProcessHandle","230","2184",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10760","10760","2506752","2506752","129080","129080","2875392","2875392","10301440","10301440","105209856","2203423432704","True","Normal","2506752","2506752","00:00:00.2343750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5937500","00:00:00.3593750","97869824","2203416092672","False",,,,"9302016","9302016",,
"svchost","0","353","2203451052032","16498688","3366912","12968","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.5625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7088","Microsoft.Win32.SafeHandles.SafeProcessHandle","353","2236",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12968","12968","3366912","3366912","196408","196408","3760128","3760128","17440768","17440768","140169216","2203458392064","True","Normal","3366912","3366912","00:00:00.2500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.3125000","132829184","2203451052032","False",,,,"16498688","16498688",,
"svchost","0","118","2203400658944","7835648","1478656","7472","C:\Windows\system32\svchost.exe","Microsoft Corporation","0","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3716","Microsoft.Win32.SafeHandles.SafeProcessHandle","118","2276",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7472","7472","1478656","1478656","94304","94304","1859584","1859584","8671232","8671232","88727552","2203406950400","True","Normal","1478656","1478656","00:00:00","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","82436096","2203400658944","False",,,,"7835648","7835648",,
"svchost","0","369","2203426103296","11935744","3223552","16752","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7124","Microsoft.Win32.SafeHandles.SafeProcessHandle","369","2284",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16752","16752","3223552","3223552","152712","152712","3956736","3956736","14467072","14467072","117506048","2203435728896","True","Normal","3223552","3223552","00:00:00.1093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0312500","107880448","2203426103296","False",,,,"11935744","11935744",,
"svchost","0","169","2203405172736","8273920","1761280","8824","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.0625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5476","Microsoft.Win32.SafeHandles.SafeProcessHandle","169","2316",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8824","8824","1761280","1761280","101280","101280","1921024","1921024","8855552","8855552","89927680","2203408150528","True","Normal","1761280","1761280","00:00:00.0312500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","86949888","2203405172736","False",,,,"8273920","8273920",,
"svchost","0","180","2203410083840","8814592","2076672","9424","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.640625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3508","Microsoft.Win32.SafeHandles.SafeProcessHandle","180","2432",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9424","9424","2076672","2076672","122464","122464","3198976","3198976","10129408","10129408","110735360","2203428958208","True","Normal","2076672","2076672","00:00:00.4062500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.2343750","91860992","2203410083840","False",,,,"8814592","8814592",,
"svchost","0","146","2203404173312","7442432","1650688","8392","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.078125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5164","Microsoft.Win32.SafeHandles.SafeProcessHandle","146","2452",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8392","8392","1650688","1650688","105360","105360","2080768","2080768","8310784","8310784","91721728","2203409944576","True","Normal","1650688","1650688","00:00:00.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","85950464","2203404173312","False",,,,"7442432","7442432",,
"svchost","0","427","2203417264128","10461184","2527232","12120","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.234375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5404","Microsoft.Win32.SafeHandles.SafeProcessHandle","427","2460",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12120","12120","2527232","2527232","139680","139680","3637248","3637248","12423168","12423168","111099904","2203429322752","True","Normal","2527232","2527232","00:00:00.1250000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.1093750","99041280","2203417264128","False",,,,"10461184","10461184",,
"svchost","0","225","2203454205952","12759040","2981888","14256","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.265625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5140","Microsoft.Win32.SafeHandles.SafeProcessHandle","225","2564",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14256","14256","2981888","2981888","199016","199016","3567616","3567616","14888960","14888960","146477056","2203464699904","True","Normal","2981888","2981888","00:00:00.1875000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0781250","135983104","2203454205952","False",,,,"12759040","12759040",,
"svchost","0","305","2203432259584","19288064","8949760","9648","C:\Windows\system32\svchost.exe","Microsoft Corporation","5.46875","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5848","Microsoft.Win32.SafeHandles.SafeProcessHandle","305","2680",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","8949760","8949760","135512","135512","10608640","10608640","21372928","21372928","118763520","2203436986368","True","Normal","8949760","8949760","00:00:02.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.4687500","00:00:03.4218750","114036736","2203432259584","False",,,,"19288064","19288064",,
"svchost","0","425","2203459751936","18767872","11423744","32720","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.75","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5824","Microsoft.Win32.SafeHandles.SafeProcessHandle","425","2780",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32720","32720","11423744","11423744","181672","181672","13885440","13885440","26468352","26468352","151191552","2203469414400","True","Normal","11423744","11423744","00:00:02.2500000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7500000","00:00:00.5000000","141529088","2203459751936","False",,,,"18767872","18767872",,
"svchost","0","179","2203416252416","8642560","2084864","10136","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.09375","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5904","Microsoft.Win32.SafeHandles.SafeProcessHandle","179","2824",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10136","10136","2084864","2084864","125448","125448","2293760","2293760","9748480","9748480","102412288","2203420635136","True","Normal","2084864","2084864","00:00:00.0625000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","98029568","2203416252416","False",,,,"8642560","8642560",,
"svchost","1","159","2203452358656","12955648","2043904","8968","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.15625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6288","Microsoft.Win32.SafeHandles.SafeProcessHandle","159","2852",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","2043904","2043904","196352","196352","2539520","2539520","13795328","13795328","142528512","2203460751360","True","Normal","2043904","2043904","00:00:00.0468750","svchost","3","True","1","System.Diagnostics.ProcessStartInfo","22/10/2024 9:02:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.1093750","134135808","2203452358656","False",,,,"12955648","12955648",,
"svchost","0","369","2203503849472","17817600","4968448","26760","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.53125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6260","Microsoft.Win32.SafeHandles.SafeProcessHandle","369","3032",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26760","26760","4968448","4968448","195600","195600","7004160","7004160","19308544","19308544","214552576","2203532775424","True","Normal","4968448","4968448","00:00:01.2187500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5312500","00:00:01.3125000","185626624","2203503849472","False",,,,"17817600","17817600",,
"svchost","0","716","2203601563648","42827776","23334912","27392","C:\Windows\System32\svchost.exe","Microsoft Corporation","6.828125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6244","Microsoft.Win32.SafeHandles.SafeProcessHandle","716","3040",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27392","27392","23334912","23334912","391624","391624","55742464","55742464","85184512","85184512","369922048","2203688144896","True","Normal","23334912","23334912","00:00:03.5781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8281250","00:00:03.2500000","283340800","2203601563648","False",,,,"42827776","42827776",,
"svchost","0","334","2203517136896","27156480","20156416","16208","C:\Windows\System32\svchost.exe","Microsoft Corporation","4.390625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4412","Microsoft.Win32.SafeHandles.SafeProcessHandle","334","3052",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16208","16208","20156416","20156416","203016","203016","20705280","20705280","27701248","27701248","239087616","2203557310464","True","Normal","20156416","20156416","00:00:03.1093750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.3906250","00:00:01.2812500","198914048","2203517136896","False",,,,"27156480","27156480",,
"svchost","0","269","2203415785472","8454144","2969600","14056","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3904","Microsoft.Win32.SafeHandles.SafeProcessHandle","269","3068",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14056","14056","2969600","2969600","129896","129896","3235840","3235840","10383360","10383360","101761024","2203419983872","True","Normal","2969600","2969600","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","97562624","2203415785472","False",,,,"8454144","8454144",,
"svchost","0","208","2203424047104","10289152","2912256","11696","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.265625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4848","Microsoft.Win32.SafeHandles.SafeProcessHandle","208","3088",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11696","11696","2912256","2912256","139456","139456","3182592","3182592","11812864","11812864","110022656","2203428245504","True","Normal","2912256","2912256","00:00:00.1718750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0937500","105824256","2203424047104","False",,,,"10289152","10289152",,
"svchost","0","361","2203485171712","19787776","8863744","17224","C:\Windows\system32\svchost.exe","Microsoft Corporation","6.625","10.0.22621.4453 (WinBuild.160101.0800)","10.0.22621.4453","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5072","Microsoft.Win32.SafeHandles.SafeProcessHandle","361","3140",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17224","17224","8863744","8863744","168176","168176","34582528","34582528","43098112","43098112","183201792","2203501424640","True","Normal","8863744","8863744","00:00:02.3906250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:57:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.6250000","00:00:04.2343750","166948864","2203485171712","False",,,,"19787776","19787776",,
"svchost","0","570","2203486056448","25268224","7286784","20528",,,"6.4375",,,,,"Process","8",,,,,,"570","3156",".","0","",,,,,"20528","20528","7286784","7286784","217640","217640","20041728","20041728","38055936","38055936","185331712","2203503554560",,,"7286784","7286784","00:00:03.3281250","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","22/10/2024 8:59:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4375000","00:00:03.1093750","167833600","2203486056448","False",,,,"25268224","25268224",,
